ANID,Ware,Country,Province,Site_Name,Ceramic Type,As,La,Lu,Nd,Sm,U,Yb,Ce,Co,Cr,Cs,Eu,Fe,Hf,Ni,Rb,Sb,Sc,Sr,Ta,Tb,Th,Zn,Zr,Al,Ba,Ca,Dy,K,Mn,Na,Ti,V,,,
 *PCD440,Incensarios,Guatemala,Peten,Nixtun Ch'ich',Gotas Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD457,Incensarios,Guatemala,Peten,Nixtun Ch'ich',Gotas Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD480,Incensarios,Guatemala,Peten,Nixtun Ch'ich',Gotas Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD485,Incensarios,Guatemala,Peten,Nixtun Ch'ich',Gotas Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD512,Incensarios,Guatemala,Peten,Nixtun Ch'ich',Gotas Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD502,Incensarios,Guatemala,Peten,Nixtun Ch'ich',La Justa Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD505,Incensarios,Guatemala,Peten,Nixtun Ch'ich',La Justa Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD509,Incensarios,Guatemala,Peten,Nixtun Ch'ich',La Justa Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD393,Incensarios,Guatemala,Peten,Nixtun Ch'ich',Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD 455,Incensarios,Guatemala,Peten,Nixtun Ch'ich',Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD493,Incensarios,Guatemala,Peten,Nixtun Ch'ich',Patojo Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCD011,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD041,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD042,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCD048,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD049,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD050,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD052,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD053,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD059,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD060,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD061,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD063,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD072,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD073,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD076,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD083,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD089,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD090,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD092,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD099,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD113,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD114,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD117,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD119,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD121,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD126,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD127,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD131,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD135,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD136,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD137,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD138,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD140,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD143,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD150,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*PCD157,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD180,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD181,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD182,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD187,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD188,Redwares,Mexico,North-central Yucatan,Mayapán,Mama Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD081,Redwares,Mexico,North-central Yucatan,Mayapán,Papacal Incised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD084,Redwares,Mexico,North-central Yucatan,Mayapán,Papacal Incised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD087,Redwares,Mexico,North-central Yucatan,Mayapán,Papacal Incised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCD103,Redwares,Mexico,North-central Yucatan,Mayapán,Papacal Incised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD104,Redwares,Mexico,North-central Yucatan,Mayapán,Papacal Incised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD105,Redwares,Mexico,North-central Yucatan,Mayapán,Papacal Incised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD123,Redwares,Mexico,North-central Yucatan,Mayapán,Papacal Incised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD129,Redwares,Mexico,North-central Yucatan,Mayapán,Papacal Incised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD149,Redwares,Mexico,North-central Yucatan,Mayapán,Papacal Incised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD174,Redwares,Mexico,North-central Yucatan,Mayapán,Papacal Incised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD183,Redwares,Mexico,North-central Yucatan,Mayapán,Papacal Incised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD194,Redwares,Mexico,North-central Yucatan,Mayapán,Papacal Incised,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD065,Redwares,Mexico,North-central Yucatan,Mayapán,Mayapán Red/Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD066,Redwares,Mexico,North-central Yucatan,Mayapán,Mayapán Red/Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD163,Redwares,Mexico,North-central Yucatan,Mayapán,Mayapán Red/Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD164,Redwares,Mexico,North-central Yucatan,Mayapán,Mayapán Red/Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD013,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD014,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD017,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD018,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD023,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD024,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD026,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCD027,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD040,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD043,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD044,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD045,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD046,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD047,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD088,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD093,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD102,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD106,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCD107,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD108,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD109,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD111,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD115,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD118,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD125,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD128,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD141,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD151,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD 154,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD 155,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD156,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD158,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD161,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD165,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD166,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD167,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD168,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD169,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD170,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD172,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD175,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD176,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 * PCD177,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD186,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD190,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 * PCD 191,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*PCD192,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
* PCD198,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 * PCD199,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD200,Redwares,Mexico,North-central Yucatan,Mayapán,Tecoh Red-on-buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD054,Redwares,Mexico,North-central Yucatan,Mayapán,Polbox Buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD058,Redwares,Mexico,North-central Yucatan,Mayapán,Polbox Buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD077,Redwares,Mexico,North-central Yucatan,Mayapán,Polbox Buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD078,Redwares,Mexico,North-central Yucatan,Mayapán,Polbox Buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD085,Redwares,Mexico,North-central Yucatan,Mayapán,Polbox Buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD091,Redwares,Mexico,North-central Yucatan,Mayapán,Polbox Buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD100,Redwares,Mexico,North-central Yucatan,Mayapán,Polbox Buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCD110,Redwares,Mexico,North-central Yucatan,Mayapán,Polbox Buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD120,Redwares,Mexico,North-central Yucatan,Mayapán,Polbox Buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD124,Redwares,Mexico,North-central Yucatan,Mayapán,Polbox Buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD130,Redwares,Mexico,North-central Yucatan,Mayapán,Polbox Buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD146,Redwares,Mexico,North-central Yucatan,Mayapán,Polbox Buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD152,Redwares,Mexico,North-central Yucatan,Mayapán,Polbox Buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD185,Redwares,Mexico,North-central Yucatan,Mayapán,Polbox Buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD189,Redwares,Mexico,North-central Yucatan,Mayapán,Polbox Buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD015,Redwares,Mexico,North-central Yucatan,Mayapán,Pele Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD016,Redwares,Mexico,North-central Yucatan,Mayapán,Pele Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD021,Redwares,Mexico,North-central Yucatan,Mayapán,Pele Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PCD022,Redwares,Mexico,North-central Yucatan,Mayapán,Pele Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD025,Redwares,Mexico,North-central Yucatan,Mayapán,Pele Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD028,Redwares,Mexico,North-central Yucatan,Mayapán,Pele Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD029,Redwares,Mexico,North-central Yucatan,Mayapán,Pele Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD030,Redwares,Mexico,North-central Yucatan,Mayapán,Pele Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD031,Redwares,Mexico,North-central Yucatan,Mayapán,Pele Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD032,Redwares,Mexico,North-central Yucatan,Mayapán,Pele Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD033,Redwares,Mexico,North-central Yucatan,Mayapán,Pele Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*PCD034,Redwares,Mexico,North-central Yucatan,Mayapán,Pele Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD035,Redwares,Mexico,North-central Yucatan,Mayapán,Pele Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD036,Redwares,Mexico,North-central Yucatan,Mayapán,Pele Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*PCD037,Redwares,Mexico,North-central Yucatan,Mayapán,Pele Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD038,Redwares,Mexico,North-central Yucatan,Mayapán,Pele Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD094,Redwares,Mexico,North-central Yucatan,Mayapán,Pele Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD112,Redwares,Mexico,North-central Yucatan,Mayapán,Pele Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD162,Redwares,Mexico,North-central Yucatan,Mayapán,Pele Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD196,Redwares,Mexico,North-central Yucatan,Mayapán,Pele Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD197,Redwares,Mexico,North-central Yucatan,Mayapán,Pele Polychrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD171,Redwares,Mexico,North-central Yucatan,Mayapán,Acansip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD082,Redwares,Mexico,North-central Yucatan,Mayapán,Payil Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD148,Redwares,Mexico,North-central Yucatan,Mayapán,Augustine Red (probable),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD 193,Redwares,Mexico,North-central Yucatan,Mayapán,Trapeche Pink,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*PCD001,Incensarios,Mexico,North-central Yucatan,Mayapán,Chen Mul Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD002,Incensarios,Mexico,North-central Yucatan,Mayapán,Chen Mul Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD003,Incensarios,Mexico,North-central Yucatan,Mayapán,Chen Mul Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD004,Incensarios,Mexico,North-central Yucatan,Mayapán,Chen Mul Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD005,Incensarios,Mexico,North-central Yucatan,Mayapán,Chen Mul Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD006,Incensarios,Mexico,North-central Yucatan,Mayapán,Chen Mul Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD007,Incensarios,Mexico,North-central Yucatan,Mayapán,Chen Mul Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD008,Incensarios,Mexico,North-central Yucatan,Mayapán,Chen Mul Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD009,Incensarios,Mexico,North-central Yucatan,Mayapán,Chen Mul Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD010,Incensarios,Mexico,North-central Yucatan,Mayapán,Chen Mul Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD012,Incensarios,Mexico,North-central Yucatan,Mayapán,Chen Mul Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD019,Incensarios,Mexico,North-central Yucatan,Mayapán,Chen Mul Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD020,Incensarios,Mexico,North-central Yucatan,Mayapán,Chen Mul Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD039,Incensarios,Mexico,North-central Yucatan,Mayapán,Chen Mul Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 *PCD051,Incensarios,Mexico,North-central Yucatan,Mayapán,Chen Mul Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD055,Incensarios,Mexico,North-central Yucatan,Mayapán,Chen Mul Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD056,Incensarios,Mexico,North-central Yucatan,Mayapán,Chen Mul Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD057,Incensarios,Mexico,North-central Yucatan,Mayapán,Chen Mul Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD064,Incensarios,Mexico,North-central Yucatan,Mayapán,Chen Mul Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD070,Incensarios,Mexico,North-central Yucatan,Mayapán,Chen Mul Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 PCD071,Incensarios,Mexico,North-central Yucatan,Mayapán,Chen Mul Modeled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
